time,timeseries_1,timeseries_2
0,0.9560956021343957,0.8156976097123214
1,0.30571952758064636,0.7668771106119748
2,0.8504112525753896,0.6910949516115805
3,1.748116968495586,0.773015745037854
4,1.5723921324551755,-0.056298022323220454
5,3.0918031282747256,0.829770786497085
6,3.2563818341575255,2.3585585664443762
7,2.6422566380022845,1.478251462718403
8,2.5084959532554123,1.133170444463758
9,3.6206291631792276,1.431038576724951
10,1.7649857736792225,-0.3395457594921838
11,1.5983959084074006,-0.09647445306861802
12,-0.24746977020955319,-0.1588198921693657
13,-0.7753975283454633,1.114470258849241
14,-1.055256727866605,0.6427677138567581
15,-0.3783557885647784,0.8841382287406712
16,0.341808484244846,2.663621119967934
17,1.611571038524688,2.3823254251228034
18,1.4348827970841938,1.7149388631733635
19,0.6040004565412485,2.8169753511429123
20,-0.32291693518973497,1.525470568359684
21,0.7473032981332647,1.6302798322660712
22,2.4945014878670717,3.2227250534800684
23,3.7213986538431563,3.289853376108357
24,2.6260923249206534,2.725677567436137
25,3.2966598915059446,2.480422500559431
26,2.692247305488332,3.2424576828875917
27,2.488997843752516,2.2044981410376385
28,2.4792767104956646,2.9259019385230585
29,2.9881351999129198,3.0706236559461697
30,2.098585741214896,3.0603253502953756
31,2.5736464217232506,2.484582365012665
32,2.2345759586058147,1.1727382758971365
33,1.7719385656555082,2.154802261332054
34,1.9763555880063777,1.8454739769715793
35,0.890021639975949,1.980650533066835
36,-0.5642637025221527,0.8136537644627194
37,-1.6229126688105942,0.2919556350996558
38,-3.0396722017808697,-2.2173209411936963
39,-2.947137163833117,-1.0879581978331083
40,-3.082314664617127,-0.2016261991851318
41,-3.2544904484831956,-0.737169721841922
42,-2.495801229045353,0.260736329820486
43,-2.8183895664562915,-1.3462830106778512
44,-2.2372157390623704,-0.5932205545054314
45,-2.841860394253758,-0.4514237977258415
46,-2.4629240168570714,0.7862511256723441
47,-2.353614261885544,1.3934644398580707
48,-1.125675616538969,1.3858793339666424
49,-0.49334230383532784,2.1929578603654383
50,-1.4053586911736675,1.772630738524511
51,0.5034641622180691,1.6975569552750835
52,-1.107781512331039,-0.1061645655697514
53,-0.8570169203815419,-0.1462335867666216
54,-2.756367903301718,-1.2524081132580513
55,-2.4889343499761494,-1.179708928001669
56,-2.0536404440800076,-1.0067166180965217
57,-0.4230976637635071,-1.429051205580417
58,0.10014366993251095,-1.3916837966245943
59,0.30749673611434525,-0.19626015124902207
60,0.9184125540683403,-0.8008699894305041
61,2.6200166892702317,0.6516523578782004
62,3.2297558234688735,1.366909036307979
63,2.2251461658771574,0.8152296289345395
64,1.721056597743162,-0.6238859763821838
65,1.6731942254255197,-1.8411439534070748
66,2.5106546792657234,-1.0468405352039447
67,3.4288059758203726,-0.41900349855216057
68,2.375094650456161,0.12946105107654715
69,1.6003813172974652,0.19805540883783307
70,2.07152772664133,1.7581328987794915
71,2.2471932306714066,2.2188708917922955
72,2.7964929052683587,1.8708256099604978
73,3.1797738932935005,1.8195866437230643
74,3.4627700375102934,1.2969342247146045
75,3.4540846227366226,0.665600935706721
76,4.038720452457822,1.6416981923026568
77,3.3111151468601663,1.1495989661746036
78,1.9545966699761927,-1.1740515261316289
79,2.382349520508127,-0.7364030481683296
80,3.042439750555437,-0.9492083787205108
81,2.100330028898296,-2.3435787198306546
82,2.1790635174615858,-2.58299820951322
83,0.6960697558799822,-2.2323349345296415
84,1.1057261966942353,-2.524805290853946
85,2.0034149560520946,-1.8235996638031642
86,2.672378773966127,0.20156461826311012
87,3.1218865424908024,1.575886708848917
88,1.5477379139833414,1.752179521393431
89,2.8620542571283605,1.985455531962947
90,2.1763728676840373,2.7537631189525786
91,1.8411643798509094,2.789268185538239
92,1.9582860711560806,2.1493843582277905
93,0.6363039983939484,3.0297517583115723
94,0.3078804420061438,1.896021383582629
95,0.388328555856623,2.7139408717783406
96,0.5877068377930488,0.818352206766864
97,-1.0598886709584439,-0.04384225308480971
98,-1.7201308868636025,0.6550214413879971
99,-1.884210500188863,-0.39583443608827473
100,-3.1665238644534837,-0.8677704378595563
101,-3.3817893903423726,-0.2468732030205582
102,-1.6544508721093159,0.47952096309836534
103,-1.5916930272835872,0.20312341760548658
104,-0.45162076730631484,1.085110175253945
105,-1.7563747912963636,-0.0619041563346171
106,-2.3472282690480206,-0.4644030247315921
107,-1.2812817417518256,-0.3595508320535847
108,-1.281353677785933,-1.2755230851317234
109,-1.0740436226022858,-0.27291091293610725
110,-0.3199249704441889,-1.075375812674754
111,-1.5025702543913824,0.20185400780788765
112,-0.4382309506550859,0.12373542765166454
113,-0.31930302369343916,-0.395983423197478
114,-1.556968596463762,-2.352260473692733
115,-1.9408504919271414,-2.252512679728725
116,-2.230923045916902,-2.184684597039594
117,-3.041318664908518,-1.7739153302059107
118,-1.4820624923410897,-1.6452414139919813
119,-0.38478450957679655,-1.016609253328801
120,-0.15108834924165482,-0.8553026892177118
121,1.1950078212951993,-0.10177782326431195
122,1.6586921985234828,-0.2858069823450396
123,1.4765153328022875,-0.2809386019889582
124,-0.38543534686807246,-1.634682680846497
125,-0.5110600984883946,-1.5913989748584092
126,0.6314937581695003,-0.17378225882535325
127,0.5589747182009754,-1.1469635398070444
128,1.5685954710845926,0.1970989305816091
129,0.9091464701257245,1.41310329615018
130,-0.33048599958396285,-0.18826076949803516
131,-3.6310145865181673,-2.6868277232603557
132,-2.968266667129022,-2.8559644682729495
133,-1.3048698088552086,0.08703350065579363
134,-1.8557046122030458,-0.4309675500635225
135,-0.7560487990630534,-0.4692412548009399
136,-0.04699942465636009,-0.32519993936526825
137,0.2608947913011654,-0.6908524173330737
138,0.24823321600515483,-0.9394072637733877
139,1.1332807314501556,0.7863152470797394
140,-0.24574076986777682,-0.6033136544685006
141,0.47398039178988205,0.3425352363832444
142,-0.7204790572573474,-2.0556419646514934
143,-1.1014376530881023,-2.0816686179679222
144,-0.9464949256520647,-1.0743542961022245
145,0.4179556872222273,0.5717841331335558
146,-0.9615446728571926,-0.10148980725838491
147,-1.120242726409577,-1.47853377330293
148,-0.6968843962501996,-0.7520674368471221
149,-0.9783893558845318,-0.6632334740850256
150,0.04102591306262593,1.701949341936843
151,0.1056518975888644,2.1814597158231
152,-0.7281165747092163,1.7579266601384538
153,-1.5492524874339173,0.8152134308856692
154,-0.4251499196269728,1.792799547321049
155,-0.4985456020557907,1.5657597549049083
156,-0.6486295496860026,1.8372434371907542
157,0.12467499987838715,1.7239946131984698
158,0.6647300738760417,1.9014821601888807
159,-0.09213961767342804,3.944172198596921
160,-1.0986707718816207,2.1094312731342626
161,-0.30936036380210075,1.8886780847556743
162,0.2848374245245461,1.7011308835507666
163,0.4131345654917175,1.0711038277191396
164,2.1470693212377903,2.329567688519335
165,0.5807784628105166,0.9598460195507204
166,-0.1662643307881329,1.9395488821270486
167,-0.31079035065576477,2.143462962161113
168,0.43964990102242074,1.3503957459685179
169,-0.44531685772991686,1.9799488451005178
170,-1.2267598013083973,1.0945809760114145
171,0.29737746915507923,0.3223880319347381
172,-0.25668159716974104,-0.23038624565206883
173,-0.025891608260165927,-1.4492211885282031
174,-1.38266094091451,-1.3502652811321574
175,0.2122026440984195,1.373066502563566
176,-0.5807522693579309,0.4263824014377171
177,-1.4159283991646618,-0.3451416706123345
178,-2.942435406235652,-1.923929599271264
179,-3.7941307537166034,-3.781079340727073
180,-2.833004672797162,-2.442214794959828
181,-3.2331819636849066,-2.8475562406402846
182,-1.6232029472764498,-1.1154707701532822
183,-1.2332668708378096,-2.781146834005277
184,-1.8613780850659793,-2.8901633800938207
185,-1.6313474599414404,-1.825401224716876
186,-1.5724931891320884,-2.337127878381117
187,-0.03462815887060078,-1.6381277920446806
188,0.4494704190232272,-0.49824753057673
189,0.1879055130867668,-0.5692548932558289
190,-0.170696824538225,-1.1443898682154452
